Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,HomeElo,AwayElo,Form3Home,Form3Away,Form5Home,Form5Away
2223,2023-04-16,Union Berlin,VfL Bochum,1,1,D,10.0,14.0,2.0,8.0,5.0,7.0,2.0,1.0,1.0,0.0,1.6,3.8,6.0,1.62,3.94,6.28,1747.5,1590.2,6.0,4.0,8.0,7.0
2223,2023-04-16,VfL Wolfsburg,Bayer Leverkusen,0,0,D,11.0,13.0,3.0,4.0,2.0,6.0,0.0,5.0,0.0,0.0,2.75,3.6,2.4,2.82,3.78,2.45,1714.03,1773.78,4.0,9.0,6.0,15.0
2223,2023-04-21,FC Augsburg,VfB Stuttgart,1,1,D,4.0,6.0,1.0,3.0,1.0,3.0,5.0,3.0,0.0,0.0,3.2,3.6,2.15,3.39,3.76,2.17,1594.88,1600.34,1.0,4.0,2.0,5.0
2223,2023-04-22,TSG Hoffenheim,1. FC Koln,1,3,A,11.0,14.0,4.0,7.0,2.0,5.0,1.0,2.0,0.0,0.0,2.2,3.5,3.2,2.21,3.69,3.28,1622.83,1641.09,7.0,5.0,10.0,5.0
2223,2023-04-22,VfL Bochum,VfL Wolfsburg,1,5,A,23.0,15.0,6.0,7.0,10.0,3.0,3.0,3.0,0.0,0.0,3.0,3.5,2.3,3.07,3.65,2.34,1590.2,1714.03,2.0,2.0,8.0,6.0
2223,2023-04-22,Hertha,Werder Bremen,2,4,A,13.0,11.0,5.0,4.0,8.0,4.0,2.0,2.0,0.0,0.0,2.25,3.5,3.1,2.31,3.58,3.16,1569.72,1611.97,1.0,1.0,2.0,2.0
2223,2023-04-22,FSV Mainz 05,Bayern Munich,3,1,H,13.0,11.0,4.0,2.0,2.0,7.0,2.0,0.0,0.0,0.0,5.25,4.5,1.57,5.23,4.7,1.6,1714.47,1972.86,5.0,7.0,7.0,10.0
2223,2023-04-22,Borussia Dortmund,Eintracht Frankfurt,4,0,H,14.0,9.0,7.0,2.0,5.0,2.0,2.0,3.0,0.0,0.0,1.62,4.5,4.75,1.62,4.67,5.03,1825.11,1728.52,4.0,2.0,8.0,3.0
2223,2023-04-23,SC Freiburg,Schalke 04,4,0,H,25.0,10.0,12.0,4.0,6.0,5.0,1.0,2.0,0.0,0.0,1.8,3.75,4.5,1.81,3.7,4.84,1728.0,1575.56,4.0,3.0,8.0,5.0
2223,2023-04-23,Bayer Leverkusen,RB Leipzig,2,0,H,8.0,26.0,6.0,8.0,0.0,9.0,3.0,5.0,0.0,1.0,2.5,3.6,2.63,2.55,3.74,2.72,1773.78,1796.73,7.0,6.0,13.0,9.0
2223,2023-04-28,VfL Bochum,Borussia Dortmund,1,1,D,10.0,21.0,4.0,6.0,4.0,11.0,1.0,2.0,0.0,0.0,6.0,5.25,1.44,6.55,5.26,1.47,1590.2,1825.11,1.0,7.0,5.0,10.0
2223,2023-04-29,Union Berlin,Bayer Leverkusen,0,0,D,7.0,8.0,1.0,2.0,6.0,4.0,1.0,1.0,0.0,0.0,2.8,3.4,2.45,2.91,3.39,2.58,1747.5,1773.78,4.0,7.0,10.0,13.0
2223,2023-04-29,Schalke 04,Werder Bremen,2,1,H,21.0,11.0,10.0,1.0,11.0,3.0,4.0,3.0,0.0,0.0,2.25,3.5,3.1,2.28,3.65,3.18,1575.56,1611.97,3.0,4.0,4.0,5.0
2223,2023-04-29,1. FC Koln,SC Freiburg,0,1,A,21.0,12.0,8.0,6.0,9.0,6.0,1.0,1.0,0.0,0.0,2.4,3.25,3.0,2.48,3.39,3.03,1641.09,1728.0,7.0,6.0,8.0,8.0
2223,2023-04-29,RB Leipzig,TSG Hoffenheim,1,0,H,16.0,5.0,2.0,2.0,7.0,1.0,0.0,2.0,0.0,0.0,1.44,5.0,6.5,1.44,5.2,6.89,1796.73,1622.83,6.0,4.0,6.0,10.0
2223,2023-04-29,Eintracht Frankfurt,FC Augsburg,1,1,D,7.0,9.0,1.0,3.0,5.0,7.0,2.0,2.0,0.0,0.0,1.53,4.5,5.5,1.57,4.6,5.63,1728.52,1594.88,1.0,1.0,2.0,3.0
2223,2023-04-30,Bayern Munich,Hertha,2,0,H,25.0,2.0,9.0,1.0,18.0,1.0,2.0,0.0,0.0,0.0,1.11,10.0,19.0,1.12,10.61,20.33,1972.86,1569.72,4.0,0.0,7.0,1.0
2223,2023-04-30,VfL Wolfsburg,FSV Mainz 05,3,0,H,10.0,10.0,4.0,2.0,3.0,5.0,1.0,3.0,0.0,0.0,2.2,3.5,3.1,2.35,3.48,3.17,1714.03,1714.47,4.0,5.0,8.0,9.0
2223,2023-05-05,Bayer Leverkusen,1. FC Koln,1,2,A,14.0,7.0,4.0,5.0,9.0,2.0,1.0,6.0,0.0,0.0,1.67,4.0,5.0,1.7,4.14,4.99,1800.53,1650.6,5.0,4.0,11.0,8.0
2223,2023-05-05,FSV Mainz 05,Schalke 04,2,3,A,9.0,15.0,4.0,10.0,7.0,6.0,4.0,1.0,0.0,0.0,1.62,4.0,5.25,1.65,4.13,5.52,1724.35,1580.37,4.0,6.0,8.0,6.0
2223,2023-05-06,Werder Bremen,Bayern Munich,1,2,A,12.0,12.0,2.0,4.0,1.0,11.0,2.0,1.0,0.0,0.0,8.5,6.0,1.3,7.8,6.23,1.33,1613.78,1949.08,3.0,4.0,4.0,10.0
2223,2023-05-06,TSG Hoffenheim,Eintracht Frankfurt,3,1,H,8.0,19.0,5.0,6.0,1.0,11.0,2.0,4.0,1.0,0.0,2.3,3.6,2.9,2.37,3.69,2.99,1618.75,1716.0,1.0,2.0,7.0,3.0
2223,2023-05-06,Hertha,VfB Stuttgart,2,1,H,7.0,16.0,3.0,4.0,3.0,5.0,4.0,1.0,0.0,0.0,3.1,3.5,2.25,3.16,3.59,2.31,1559.76,1617.94,0.0,5.0,1.0,8.0
2223,2023-05-06,SC Freiburg,RB Leipzig,0,1,A,5.0,13.0,2.0,6.0,3.0,3.0,2.0,4.0,0.0,0.0,4.0,3.75,1.85,4.05,3.69,1.95,1751.82,1796.25,9.0,6.0,10.0,9.0
2223,2023-05-06,FC Augsburg,Union Berlin,1,0,H,11.0,12.0,3.0,4.0,3.0,7.0,2.0,2.0,0.0,0.0,3.4,3.25,2.2,3.49,3.27,2.29,1599.5,1753.31,2.0,5.0,3.0,8.0
2223,2023-05-07,Borussia Dortmund,VfL Wolfsburg,6,0,H,20.0,10.0,10.0,3.0,10.0,6.0,0.0,1.0,0.0,0.0,1.44,5.25,5.75,1.54,5.16,5.32,1827.62,1741.73,5.0,7.0,8.0,8.0
2223,2023-05-12,1. FC Koln,Hertha,5,2,H,28.0,9.0,15.0,3.0,12.0,3.0,2.0,7.0,0.0,0.0,1.85,3.75,4.0,1.9,3.86,4.19,1650.6,1559.76,6.0,3.0,10.0,3.0
2223,2023-05-13,VfL Wolfsburg,TSG Hoffenheim,2,1,H,8.0,10.0,3.0,2.0,3.0,7.0,2.0,2.0,0.0,0.0,1.91,3.75,3.8,1.93,4.02,3.8,1741.73,1618.75,6.0,3.0,7.0,7.0
2223,2023-05-13,Union Berlin,SC Freiburg,4,2,H,10.0,13.0,4.0,8.0,1.0,7.0,3.0,1.0,0.0,0.0,2.2,3.2,3.5,2.23,3.19,3.76,1753.31,1751.82,4.0,6.0,5.0,9.0
2223,2023-05-13,VfL Bochum,FC Augsburg,3,2,H,15.0,12.0,8.0,2.0,7.0,7.0,3.0,2.0,0.0,0.0,2.1,3.6,3.3,2.19,3.61,3.39,1591.06,1599.5,1.0,5.0,2.0,5.0
2223,2023-05-13,Bayern Munich,Schalke 04,6,0,H,23.0,8.0,14.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,1.13,10.0,17.0,1.14,10.41,17.11,1949.08,1580.37,6.0,6.0,10.0,9.0
2223,2023-05-13,Eintracht Frankfurt,FSV Mainz 05,3,0,H,17.0,10.0,7.0,4.0,5.0,1.0,1.0,3.0,0.0,0.0,2.1,3.6,3.3,2.13,3.73,3.45,1716.0,1724.35,1.0,3.0,2.0,5.0
2223,2023-05-14,VfB Stuttgart,Bayer Leverkusen,1,1,D,9.0,12.0,1.0,3.0,7.0,3.0,3.0,4.0,0.0,0.0,2.5,3.4,2.75,2.51,3.71,2.78,1617.94,1800.53,4.0,4.0,8.0,8.0
2223,2023-05-14,RB Leipzig,Werder Bremen,2,1,H,20.0,6.0,7.0,2.0,3.0,2.0,2.0,5.0,0.0,0.0,1.25,6.5,10.0,1.26,6.76,10.27,1796.25,1613.78,6.0,3.0,12.0,4.0
2223,2023-05-19,SC Freiburg,VfL Wolfsburg,2,0,H,16.0,9.0,7.0,2.0,4.0,4.0,1.0,3.0,1.0,0.0,2.0,3.8,3.4,2.04,3.83,3.69,1732.84,1734.17,3.0,6.0,9.0,10.0
2223,2023-05-20,Hertha,VfL Bochum,1,1,D,14.0,17.0,4.0,6.0,9.0,5.0,1.0,1.0,0.0,0.0,2.2,3.6,3.1,2.26,3.81,3.1,1559.31,1590.63,3.0,4.0,3.0,5.0
2223,2023-05-20,TSG Hoffenheim,Union Berlin,4,2,H,10.0,20.0,5.0,4.0,1.0,5.0,4.0,5.0,0.0,0.0,2.5,3.4,2.8,2.56,3.54,2.82,1626.02,1750.73,3.0,4.0,4.0,8.0
2223,2023-05-20,Schalke 04,Eintracht Frankfurt,2,2,D,11.0,6.0,4.0,3.0,8.0,3.0,3.0,4.0,0.0,0.0,3.0,3.6,2.25,2.97,3.86,2.31,1589.76,1713.46,6.0,4.0,9.0,5.0
2223,2023-05-20,Werder Bremen,1. FC Koln,1,1,D,13.0,13.0,6.0,4.0,4.0,9.0,4.0,2.0,0.0,0.0,2.6,3.6,2.55,2.58,3.88,2.62,1607.74,1669.58,0.0,6.0,3.0,10.0
2223,2023-05-20,Bayern Munich,RB Leipzig,1,3,A,17.0,16.0,4.0,8.0,7.0,2.0,1.0,1.0,0.0,0.0,1.5,5.0,5.5,1.52,5.17,5.49,1952.53,1806.03,9.0,9.0,10.0,12.0
2223,2023-05-21,FSV Mainz 05,VfB Stuttgart,1,4,A,9.0,8.0,6.0,6.0,6.0,3.0,3.0,1.0,0.0,0.0,2.5,3.5,2.7,2.58,3.66,2.72,1698.82,1611.68,0.0,4.0,4.0,6.0
2223,2023-05-21,FC Augsburg,Borussia Dortmund,0,3,A,4.0,28.0,1.0,10.0,3.0,8.0,3.0,3.0,1.0,0.0,7.0,5.5,1.36,6.52,5.7,1.42,1601.79,1841.74,4.0,7.0,5.0,11.0
2223,2023-05-27,Union Berlin,Werder Bremen,1,0,H,16.0,7.0,4.0,4.0,15.0,1.0,1.0,3.0,0.0,0.0,1.44,4.75,7.0,1.43,4.82,7.44,1750.73,1607.74,3.0,1.0,7.0,4.0
2223,2023-05-27,RB Leipzig,Schalke 04,4,2,H,19.0,16.0,12.0,4.0,4.0,5.0,2.0,2.0,0.0,0.0,1.6,4.5,4.75,1.63,4.74,4.7,1806.03,1589.76,9.0,4.0,12.0,7.0
2223,2023-05-27,VfL Wolfsburg,Hertha,1,2,A,19.0,9.0,9.0,5.0,7.0,3.0,1.0,5.0,0.0,0.0,1.36,5.25,8.0,1.33,6.05,8.12,1734.17,1559.31,3.0,4.0,9.0,4.0
2223,2023-05-27,VfB Stuttgart,TSG Hoffenheim,1,1,D,19.0,8.0,4.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,1.57,4.75,5.0,1.61,4.68,4.92,1611.68,1626.02,4.0,6.0,8.0,6.0
2223,2023-05-27,Eintracht Frankfurt,SC Freiburg,2,1,H,14.0,13.0,8.0,7.0,3.0,6.0,4.0,2.0,0.0,0.0,2.4,3.75,2.7,2.41,3.91,2.76,1713.46,1732.84,4.0,3.0,5.0,9.0
2223,2023-05-27,VfL Bochum,Bayer Leverkusen,3,0,H,10.0,11.0,5.0,2.0,2.0,5.0,5.0,5.0,0.0,1.0,3.25,4.0,2.0,3.31,4.22,2.02,1590.63,1779.39,4.0,2.0,5.0,6.0
2223,2023-05-27,1. FC Koln,Bayern Munich,1,2,A,9.0,11.0,3.0,3.0,7.0,3.0,3.0,0.0,0.0,0.0,7.5,6.0,1.3,7.82,6.29,1.32,1669.58,1952.53,7.0,6.0,10.0,9.0
2223,2023-05-27,Borussia Dortmund,FSV Mainz 05,2,2,D,30.0,10.0,12.0,4.0,6.0,3.0,1.0,1.0,0.0,0.0,1.14,8.5,15.0,1.15,9.75,14.9,1841.74,1698.82,9.0,0.0,13.0,3.0
2324,2023-08-18,Werder Bremen,Bayern Munich,0,4,A,6.0,25.0,1.0,10.0,0.0,6.0,2.0,1.0,0.0,0.0,7.5,6.5,1.3,8.59,6.36,1.33,1602.03,1935.63,1.0,6.0,1.0,12.0
2324,2023-08-19,TSG Hoffenheim,SC Freiburg,1,2,A,24.0,17.0,5.0,8.0,4.0,2.0,0.0,1.0,0.0,0.0,2.3,3.6,2.9,2.43,3.67,2.92,1639.18,1732.67,4.0,3.0,7.0,6.0
2324,2023-08-19,Bayer Leverkusen,RB Leipzig,3,2,H,11.0,13.0,7.0,6.0,4.0,5.0,1.0,2.0,0.0,0.0,2.45,3.6,2.75,2.5,3.61,2.85,1748.23,1825.38,2.0,9.0,3.0,15.0
2324,2023-08-19,VfB Stuttgart,VfL Bochum,5,0,H,19.0,4.0,9.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,1.65,4.33,4.5,1.7,4.25,4.78,1628.82,1608.66,5.0,7.0,8.0,8.0
2324,2023-08-19,VfL Wolfsburg,1. FC Heidenheim,2,0,H,18.0,13.0,8.0,1.0,1.0,7.0,3.0,0.0,0.0,0.0,1.6,4.2,5.25,1.62,4.49,5.24,1710.01,1568.46,3.0,6.0,6.0,10.0
2324,2023-08-19,Borussia Dortmund,1. FC Koln,1,0,H,12.0,11.0,2.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0,1.4,5.0,7.0,1.41,5.42,7.25,1840.54,1664.45,7.0,4.0,11.0,7.0
2324,2023-08-20,Eintracht Frankfurt,SV Darmstadt 98,1,0,H,10.0,11.0,4.0,2.0,7.0,3.0,2.0,3.0,0.0,0.0,1.36,5.25,7.5,1.4,5.42,7.44,1717.05,1552.38,7.0,3.0,8.0,6.0
2324,2023-08-20,Union Berlin,FSV Mainz 05,4,1,H,12.0,9.0,7.0,3.0,3.0,1.0,1.0,5.0,0.0,0.0,1.95,3.5,3.9,2.02,3.5,4.02,1738.94,1682.04,6.0,1.0,7.0,1.0
2324,2023-08-25,RB Leipzig,VfB Stuttgart,5,1,H,20.0,8.0,11.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0,1.5,4.75,5.75,1.53,4.69,6.14,1825.38,1628.82,6.0,7.0,12.0,8.0
2324,2023-08-26,VfL Bochum,Borussia Dortmund,1,1,D,17.0,13.0,6.0,3.0,5.0,4.0,2.0,1.0,0.0,0.0,7.0,5.0,1.4,6.63,5.36,1.44,1608.66,1840.54,4.0,7.0,7.0,13.0
2324,2023-08-26,SV Darmstadt 98,Union Berlin,1,4,A,18.0,12.0,6.0,6.0,3.0,5.0,2.0,2.0,0.0,1.0,4.0,3.3,1.95,3.94,3.42,2.08,1552.38,1738.94,3.0,6.0,3.0,9.0
2324,2023-08-26,1. FC Koln,VfL Wolfsburg,1,2,A,14.0,9.0,2.0,6.0,6.0,1.0,1.0,5.0,0.0,0.0,2.3,3.4,3.0,2.41,3.53,3.04,1664.45,1710.01,1.0,3.0,7.0,6.0
2324,2023-08-26,SC Freiburg,Werder Bremen,1,0,H,23.0,16.0,6.0,2.0,5.0,5.0,2.0,2.0,0.0,0.0,1.7,3.75,4.75,1.72,4.15,4.76,1732.67,1602.03,6.0,1.0,6.0,1.0
2324,2023-08-26,1. FC Heidenheim,TSG Hoffenheim,2,3,A,19.0,16.0,9.0,6.0,10.0,6.0,1.0,5.0,0.0,0.0,3.0,3.6,2.25,2.96,3.81,2.34,1568.46,1639.18,6.0,4.0,7.0,7.0
2324,2023-08-27,Bayern Munich,FC Augsburg,3,1,H,19.0,11.0,6.0,2.0,10.0,4.0,1.0,2.0,0.0,0.0,1.08,12.0,19.0,1.09,14.24,22.48,1935.63,1587.16,6.0,1.0,12.0,4.0
2324,2023-08-27,FSV Mainz 05,Eintracht Frankfurt,1,1,D,13.0,8.0,7.0,2.0,5.0,4.0,3.0,4.0,0.0,1.0,2.38,3.5,2.88,2.39,3.74,2.92,1682.04,1717.05,1.0,7.0,1.0,10.0
2324,2023-09-01,Borussia Dortmund,1. FC Heidenheim,2,2,D,20.0,15.0,9.0,6.0,3.0,6.0,3.0,3.0,0.0,0.0,1.25,7.0,9.5,1.26,7.07,10.23,1839.04,1556.53,5.0,3.0,11.0,6.0
2324,2023-09-02,FC Augsburg,VfL Bochum,2,2,D,11.0,22.0,3.0,9.0,3.0,5.0,2.0,2.0,0.0,0.0,2.0,3.75,3.75,2.09,3.67,3.61,1587.17,1601.25,1.0,4.0,1.0,8.0
2324,2023-09-02,TSG Hoffenheim,VfL Wolfsburg,3,1,H,11.0,14.0,5.0,7.0,3.0,3.0,2.0,2.0,0.0,0.0,2.5,3.6,2.63,2.48,3.86,2.73,1640.42,1723.69,4.0,6.0,7.0,9.0
2324,2023-09-02,Bayer Leverkusen,SV Darmstadt 98,5,1,H,24.0,5.0,13.0,1.0,4.0,2.0,3.0,2.0,0.0,0.0,1.2,7.0,12.0,1.2,7.79,13.72,1770.34,1541.73,6.0,0.0,8.0,3.0
2324,2023-09-02,VfB Stuttgart,SC Freiburg,5,0,H,13.0,11.0,6.0,5.0,2.0,4.0,1.0,1.0,0.0,0.0,2.2,3.5,3.2,2.18,3.79,3.28,1636.78,1743.83,4.0,6.0,8.0,9.0
2324,2023-09-02,Werder Bremen,FSV Mainz 05,4,0,H,12.0,12.0,6.0,3.0,1.0,7.0,2.0,2.0,0.0,0.0,2.63,3.5,2.55,2.76,3.55,2.61,1594.6,1673.41,0.0,2.0,1.0,2.0
2324,2023-09-03,Union Berlin,RB Leipzig,0,3,A,4.0,15.0,1.0,8.0,3.0,7.0,3.0,1.0,1.0,0.0,3.4,3.25,2.2,3.24,3.48,2.31,1756.63,1823.25,9.0,6.0,12.0,12.0
2324,2023-09-03,Eintracht Frankfurt,1. FC Koln,1,1,D,12.0,6.0,4.0,2.0,8.0,1.0,1.0,3.0,0.0,0.0,2.1,3.4,3.5,2.18,3.49,3.54,1722.86,1653.97,7.0,0.0,11.0,4.0
2324,2023-09-15,Bayern Munich,Bayer Leverkusen,2,2,D,15.0,12.0,9.0,5.0,7.0,4.0,0.0,3.0,0.0,0.0,1.65,4.5,4.5,1.65,4.7,4.78,1945.68,1774.58,9.0,9.0,12.0,10.0
2324,2023-09-16,1. FC Koln,TSG Hoffenheim,1,3,A,17.0,17.0,7.0,5.0,13.0,4.0,4.0,4.0,1.0,0.0,2.25,3.6,3.1,2.26,3.87,3.06,1657.79,1652.23,1.0,6.0,2.0,10.0
2324,2023-09-16,SC Freiburg,Borussia Dortmund,2,4,A,14.0,14.0,4.0,6.0,6.0,8.0,2.0,3.0,1.0,0.0,3.1,3.8,2.1,3.16,3.86,2.21,1723.42,1831.42,6.0,5.0,9.0,9.0
2324,2023-09-16,FSV Mainz 05,VfB Stuttgart,1,3,A,15.0,16.0,3.0,6.0,6.0,4.0,1.0,2.0,0.0,0.0,2.63,3.4,2.7,2.57,3.71,2.71,1656.89,1657.18,1.0,6.0,2.0,10.0
2324,2023-09-16,RB Leipzig,FC Augsburg,3,0,H,9.0,16.0,6.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,1.25,7.0,10.0,1.24,7.19,11.19,1837.46,1585.71,6.0,2.0,12.0,2.0
2324,2023-09-16,VfL Wolfsburg,Union Berlin,2,1,H,8.0,17.0,3.0,5.0,3.0,7.0,1.0,0.0,0.0,0.0,2.25,3.4,3.2,2.27,3.55,3.27,1711.89,1742.42,6.0,6.0,6.0,9.0
2324,2023-09-16,VfL Bochum,Eintracht Frankfurt,1,1,D,24.0,8.0,10.0,6.0,8.0,2.0,3.0,2.0,0.0,0.0,2.88,3.6,2.38,2.95,3.63,2.42,1602.71,1719.04,2.0,5.0,6.0,9.0
2324,2023-09-17,1. FC Heidenheim,Werder Bremen,4,2,H,19.0,11.0,4.0,4.0,10.0,1.0,1.0,1.0,0.0,0.0,2.3,4.0,2.7,2.39,3.88,2.85,1564.14,1611.12,1.0,3.0,7.0,4.0
2324,2023-09-22,VfB Stuttgart,SV Darmstadt 98,3,1,H,18.0,3.0,11.0,0.0,5.0,4.0,1.0,6.0,0.0,0.0,1.36,4.5,8.0,1.4,5.24,8.18,1657.18,1537.49,6.0,1.0,10.0,1.0
2324,2023-09-23,FC Augsburg,FSV Mainz 05,2,1,H,6.0,13.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,0.0,2.55,3.5,2.63,2.61,3.7,2.68,1585.71,1656.89,1.0,1.0,2.0,2.0
2324,2023-09-23,Bayern Munich,VfL Bochum,7,0,H,26.0,4.0,16.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,1.11,10.0,19.0,1.1,12.85,20.11,1945.68,1602.71,7.0,3.0,13.0,6.0
2324,2023-09-23,Borussia Dortmund,VfL Wolfsburg,1,0,H,18.0,8.0,4.0,2.0,5.0,3.0,0.0,1.0,0.0,0.0,1.65,4.0,4.75,1.71,4.47,4.48,1831.42,1711.89,5.0,6.0,9.0,9.0
2324,2023-09-23,Union Berlin,TSG Hoffenheim,0,2,A,22.0,11.0,6.0,4.0,11.0,6.0,1.0,3.0,0.0,0.0,2.05,3.6,3.4,2.15,3.72,3.39,1742.42,1652.23,3.0,9.0,9.0,10.0
2324,2023-09-23,Werder Bremen,1. FC Koln,2,1,H,17.0,13.0,6.0,5.0,9.0,8.0,2.0,1.0,0.0,0.0,2.5,3.6,2.6,2.56,3.69,2.74,1611.12,1657.79,3.0,1.0,3.0,1.0
2324,2023-09-24,Bayer Leverkusen,1. FC Heidenheim,4,1,H,20.0,1.0,10.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,1.22,6.5,12.0,1.23,7.35,11.42,1774.58,1564.14,7.0,4.0,10.0,7.0
2324,2023-09-24,Eintracht Frankfurt,SC Freiburg,0,0,D,13.0,9.0,5.0,2.0,7.0,3.0,4.0,2.0,0.0,0.0,2.05,3.6,3.4,2.16,3.66,3.42,1719.04,1723.42,3.0,3.0,9.0,6.0
2324,2023-09-29,TSG Hoffenheim,Borussia Dortmund,1,3,A,15.0,6.0,5.0,5.0,4.0,3.0,3.0,4.0,0.0,1.0,3.1,4.0,2.05,3.15,4.16,2.12,1652.23,1831.42,9.0,7.0,12.0,11.0
2324,2023-09-30,1. FC Koln,VfB Stuttgart,0,2,A,14.0,18.0,5.0,4.0,8.0,4.0,2.0,1.0,0.0,0.0,2.88,3.5,2.38,2.89,3.64,2.46,1657.79,1657.18,1.0,9.0,1.0,12.0
2324,2023-09-30,1. FC Heidenheim,Union Berlin,1,0,H,9.0,19.0,4.0,8.0,5.0,7.0,1.0,2.0,0.0,0.0,3.0,3.6,2.25,3.05,3.72,2.32,1564.14,1742.42,4.0,0.0,4.0,6.0
2324,2023-09-30,FSV Mainz 05,Bayer Leverkusen,0,3,A,10.0,6.0,3.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,5.75,4.5,1.53,5.85,4.72,1.54,1656.89,1774.58,0.0,7.0,1.0,13.0
2324,2023-09-30,VfL Wolfsburg,Eintracht Frankfurt,2,0,H,19.0,7.0,7.0,3.0,7.0,4.0,1.0,6.0,0.0,1.0,2.05,3.5,3.5,2.11,3.53,3.68,1711.89,1719.04,3.0,3.0,9.0,7.0
2324,2023-09-30,RB Leipzig,Bayern Munich,2,2,D,7.0,11.0,2.0,5.0,5.0,1.0,2.0,5.0,0.0,0.0,3.4,4.2,1.91,3.73,4.2,1.91,1837.46,1945.68,9.0,7.0,12.0,13.0
2324,2023-10-01,SC Freiburg,FC Augsburg,2,0,H,7.0,13.0,3.0,4.0,2.0,3.0,2.0,2.0,0.0,0.0,1.73,4.0,4.75,1.73,4.19,4.68,1725.19,1592.97,1.0,4.0,7.0,5.0
2324,2023-10-01,SV Darmstadt 98,Werder Bremen,4,2,H,14.0,10.0,5.0,7.0,2.0,4.0,3.0,2.0,0.0,0.0,2.8,3.8,2.3,2.82,3.74,2.47,1537.23,1610.64,1.0,6.0,1.0,6.0
2324,2023-10-07,FC Augsburg,SV Darmstadt 98,1,2,A,17.0,17.0,3.0,5.0,4.0,4.0,4.0,2.0,0.0,0.0,1.85,3.75,4.0,1.92,3.9,3.98,1592.97,1537.23,3.0,4.0,4.0,4.0
2324,2023-10-07,Borussia Dortmund,Union Berlin,4,2,H,12.0,12.0,7.0,6.0,4.0,6.0,1.0,1.0,0.0,0.0,1.57,4.33,5.25,1.61,4.51,5.28,1845.56,1709.28,9.0,0.0,11.0,3.0
2324,2023-10-07,RB Leipzig,VfL Bochum,0,0,D,18.0,9.0,5.0,2.0,9.0,1.0,2.0,4.0,0.0,0.0,1.25,6.0,11.0,1.25,6.87,10.85,1855.61,1592.35,7.0,1.0,13.0,3.0
2324,2023-10-07,VfB Stuttgart,VfL Wolfsburg,3,1,H,13.0,12.0,7.0,5.0,5.0,6.0,1.0,3.0,0.0,0.0,2.0,3.5,3.75,2.01,3.8,3.73,1690.84,1726.87,9.0,6.0,12.0,9.0
2324,2023-10-07,Werder Bremen,TSG Hoffenheim,2,3,A,13.0,11.0,3.0,4.0,4.0,4.0,5.0,4.0,0.0,0.0,2.75,3.75,2.4,2.75,3.92,2.44,1610.64,1677.14,3.0,6.0,6.0,12.0
2324,2023-10-08,Bayern Munich,SC Freiburg,3,0,H,21.0,2.0,5.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,1.14,8.5,17.0,1.16,9.23,14.64,1948.58,1725.19,5.0,4.0,11.0,7.0
2324,2023-10-08,Bayer Leverkusen,1. FC Koln,3,0,H,21.0,7.0,10.0,3.0,11.0,4.0,3.0,0.0,0.0,0.0,1.33,5.5,8.0,1.34,5.68,9.07,1799.64,1626.9,7.0,0.0,13.0,1.0
2324,2023-10-08,Eintracht Frankfurt,1. FC Heidenheim,2,0,H,12.0,7.0,6.0,2.0,3.0,6.0,2.0,3.0,0.0,0.0,1.7,4.0,4.75,1.74,4.12,4.7,1710.36,1583.33,2.0,6.0,4.0,7.0
2324,2023-10-20,Borussia Dortmund,Werder Bremen,1,0,H,22.0,6.0,5.0,1.0,10.0,4.0,1.0,5.0,0.0,0.0,1.29,6.5,8.0,1.3,6.69,8.63,1837.65,1581.18,9.0,3.0,13.0,6.0
2324,2023-10-21,VfL Wolfsburg,Bayer Leverkusen,1,2,A,18.0,13.0,7.0,6.0,4.0,3.0,3.0,5.0,0.0,0.0,4.33,4.0,1.75,4.52,4.2,1.75,1706.31,1797.82,3.0,9.0,6.0,13.0
2324,2023-10-21,Union Berlin,VfB Stuttgart,0,3,A,10.0,10.0,2.0,5.0,4.0,2.0,2.0,1.0,0.0,0.0,2.5,3.5,2.7,2.56,3.58,2.79,1683.17,1690.37,0.0,9.0,0.0,15.0
2324,2023-10-21,FSV Mainz 05,Bayern Munich,1,3,A,14.0,12.0,3.0,5.0,2.0,7.0,3.0,2.0,0.0,0.0,9.0,6.0,1.29,9.99,6.69,1.27,1621.07,1944.26,1.0,7.0,1.0,11.0
2324,2023-10-21,SC Freiburg,VfL Bochum,2,1,H,15.0,13.0,5.0,5.0,5.0,2.0,3.0,4.0,0.0,0.0,1.7,3.75,5.0,1.76,4.02,4.73,1707.81,1589.2,4.0,1.0,4.0,3.0
