Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,HomeElo,AwayElo,Form3Home,Form3Away,Form5Home,Form5Away
2425,2024-08-31,Werder Bremen,Borussia Dortmund,0,0,D,5.0,9.0,1.0,4.0,5.0,6.0,2.0,7.0,0.0,1.0,4.1,4.0,1.8,4.05,4.14,1.83,1666.81,1869.19,5.0,6.0,9.0,9.0
2425,2024-08-31,Eintracht Frankfurt,TSG Hoffenheim,3,1,H,17.0,10.0,7.0,3.0,1.0,4.0,0.0,3.0,0.0,0.0,1.8,4.2,3.9,1.8,4.2,4.12,1696.99,1683.04,2.0,9.0,2.0,10.0
2425,2024-08-31,Holstein Kiel,VfL Wolfsburg,0,2,A,12.0,12.0,5.0,4.0,1.0,7.0,4.0,7.0,0.0,0.0,3.2,3.7,2.15,3.26,3.69,2.19,1573.52,1652.27,4.0,0.0,7.0,6.0
2425,2024-09-01,1. FC Heidenheim,FC Augsburg,4,0,H,17.0,15.0,9.0,1.0,5.0,6.0,0.0,3.0,0.0,0.0,2.38,3.5,2.9,2.42,3.47,3.02,1662.52,1626.92,7.0,1.0,11.0,1.0
2425,2024-09-01,Bayern Munich,SC Freiburg,2,0,H,11.0,8.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,1.2,8.0,11.0,1.21,7.89,11.45,1904.78,1692.27,6.0,4.0,9.0,5.0
2425,2024-09-13,Borussia Dortmund,1. FC Heidenheim,4,2,H,13.0,11.0,7.0,4.0,8.0,1.0,2.0,2.0,0.0,0.0,1.4,5.5,6.5,1.39,5.35,7.83,1870.38,1662.52,7.0,9.0,10.0,11.0
2425,2024-09-14,Holstein Kiel,Bayern Munich,1,6,A,5.0,23.0,1.0,13.0,2.0,10.0,0.0,1.0,0.0,0.0,11.0,7.0,1.22,11.8,7.52,1.21,1560.27,1904.78,3.0,6.0,7.0,9.0
2425,2024-09-14,RB Leipzig,Union Berlin,0,0,D,16.0,11.0,3.0,3.0,6.0,5.0,2.0,3.0,0.0,0.0,1.48,4.5,6.5,1.48,4.69,6.64,1861.05,1649.06,7.0,7.0,9.0,7.0
2425,2024-09-14,VfL Wolfsburg,Eintracht Frankfurt,1,2,A,17.0,15.0,4.0,7.0,5.0,4.0,1.0,2.0,0.0,0.0,2.63,3.6,2.5,2.72,3.45,2.63,1660.19,1702.81,3.0,4.0,6.0,5.0
2425,2024-09-14,TSG Hoffenheim,Bayer Leverkusen,1,4,A,14.0,20.0,5.0,8.0,4.0,12.0,2.0,2.0,0.0,0.0,5.75,4.5,1.48,5.95,4.96,1.49,1679.07,1917.84,6.0,6.0,10.0,12.0
2425,2024-09-14,SC Freiburg,VfL Bochum,2,1,H,27.0,13.0,9.0,2.0,5.0,6.0,0.0,3.0,0.0,0.0,1.7,3.9,5.0,1.69,4.08,4.9,1692.27,1584.68,3.0,0.0,5.0,3.0
2425,2024-09-15,FC Augsburg,FC St. Pauli,3,1,H,18.0,12.0,10.0,3.0,7.0,7.0,4.0,3.0,0.0,0.0,2.1,3.6,3.4,2.09,3.61,3.52,1615.73,1582.58,1.0,3.0,1.0,6.0
2425,2024-09-15,FSV Mainz 05,Werder Bremen,1,2,A,11.0,11.0,5.0,5.0,10.0,4.0,3.0,1.0,0.0,1.0,2.0,3.7,3.5,2.04,3.66,3.61,1695.74,1672.42,5.0,5.0,9.0,7.0
2425,2024-09-20,FC Augsburg,FSV Mainz 05,2,3,A,30.0,5.0,9.0,3.0,14.0,1.0,3.0,5.0,1.0,1.0,2.38,3.5,2.9,2.42,3.6,2.97,1615.73,1695.74,4.0,2.0,4.0,8.0
2425,2024-09-21,VfL Bochum,Holstein Kiel,2,2,D,14.0,13.0,3.0,4.0,2.0,5.0,4.0,1.0,0.0,0.0,1.91,3.5,4.0,1.99,3.8,3.7,1580.6,1555.67,0.0,0.0,0.0,4.0
2425,2024-09-21,1. FC Heidenheim,SC Freiburg,0,3,A,7.0,14.0,2.0,5.0,3.0,9.0,1.0,1.0,0.0,0.0,2.7,3.5,2.55,2.75,3.4,2.66,1670.02,1693.01,6.0,6.0,10.0,7.0
2425,2024-09-21,Union Berlin,TSG Hoffenheim,2,1,H,12.0,6.0,2.0,3.0,5.0,5.0,3.0,3.0,0.0,0.0,2.0,3.6,3.7,2.04,3.72,3.65,1655.58,1672.75,5.0,3.0,8.0,9.0
2425,2024-09-21,Werder Bremen,Bayern Munich,0,5,A,0.0,25.0,0.0,7.0,1.0,4.0,0.0,3.0,0.0,0.0,8.0,5.5,1.36,7.92,5.6,1.36,1672.42,1912.72,5.0,9.0,9.0,12.0
2425,2024-09-22,FC St. Pauli,RB Leipzig,0,0,D,15.0,10.0,4.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,5.75,3.9,1.62,5.19,4.25,1.64,1582.58,1854.54,0.0,7.0,6.0,9.0
2425,2024-09-22,Bayer Leverkusen,VfL Wolfsburg,4,3,H,20.0,8.0,7.0,4.0,6.0,2.0,4.0,5.0,0.0,1.0,1.3,5.75,8.0,1.31,5.91,9.23,1924.16,1651.71,6.0,3.0,12.0,3.0
2425,2024-09-22,VfB Stuttgart,Borussia Dortmund,5,1,H,16.0,6.0,9.0,3.0,6.0,4.0,1.0,3.0,0.0,0.0,2.3,3.75,2.9,2.32,3.8,2.94,1799.68,1874.08,4.0,7.0,10.0,10.0
2425,2024-09-27,Borussia Dortmund,VfL Bochum,4,2,H,23.0,10.0,8.0,6.0,11.0,0.0,2.0,0.0,0.0,0.0,1.25,7.0,9.0,1.24,7.21,11.22,1874.08,1580.6,4.0,1.0,10.0,1.0
2425,2024-09-28,SC Freiburg,FC St. Pauli,0,3,A,6.0,10.0,2.0,4.0,4.0,2.0,3.0,3.0,0.0,0.0,1.62,4.0,5.5,1.62,4.15,5.59,1693.01,1582.58,6.0,1.0,9.0,4.0
2425,2024-09-28,FSV Mainz 05,1. FC Heidenheim,0,2,A,7.0,14.0,2.0,7.0,7.0,6.0,4.0,4.0,1.0,1.0,1.83,3.75,4.2,1.86,3.82,4.21,1695.74,1670.02,4.0,3.0,8.0,9.0
2425,2024-09-28,RB Leipzig,FC Augsburg,4,0,H,14.0,7.0,7.0,1.0,8.0,5.0,1.0,2.0,0.0,0.0,1.4,5.25,6.5,1.4,5.4,7.14,1854.54,1615.73,5.0,3.0,9.0,4.0
2425,2024-09-28,VfL Wolfsburg,VfB Stuttgart,2,2,D,5.0,17.0,2.0,5.0,1.0,3.0,5.0,2.0,0.0,1.0,3.2,3.9,2.05,3.35,3.89,2.09,1651.71,1799.68,3.0,7.0,3.0,10.0
2425,2024-09-28,Bayern Munich,Bayer Leverkusen,1,1,D,18.0,3.0,3.0,3.0,6.0,1.0,1.0,3.0,0.0,0.0,1.73,4.33,4.2,1.74,4.34,4.36,1912.72,1924.16,9.0,6.0,12.0,12.0
2425,2024-09-29,TSG Hoffenheim,Werder Bremen,3,4,A,10.0,18.0,5.0,10.0,2.0,6.0,3.0,3.0,1.0,0.0,2.38,3.8,2.7,2.4,3.78,2.84,1672.75,1672.42,0.0,4.0,6.0,8.0
2425,2024-09-29,Holstein Kiel,Eintracht Frankfurt,2,4,A,10.0,18.0,5.0,10.0,4.0,9.0,1.0,3.0,0.0,0.0,4.2,4.2,1.73,4.5,4.22,1.73,1555.67,1711.3,1.0,9.0,4.0,10.0
2425,2024-10-05,VfL Bochum,VfL Wolfsburg,1,3,A,17.0,15.0,5.0,5.0,7.0,6.0,1.0,2.0,0.0,0.0,3.0,3.7,2.2,3.07,3.78,2.25,1579.44,1656.46,1.0,1.0,1.0,4.0
2425,2024-10-05,Bayer Leverkusen,Holstein Kiel,2,2,D,24.0,8.0,7.0,4.0,12.0,3.0,2.0,2.0,0.0,0.0,1.09,11.0,21.0,1.08,13.45,25.93,1940.88,1553.77,7.0,1.0,10.0,1.0
2425,2024-10-05,Union Berlin,Borussia Dortmund,2,1,H,13.0,9.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,3.3,3.5,2.15,3.43,3.52,2.18,1658.86,1872.05,4.0,6.0,8.0,10.0
2425,2024-10-05,Werder Bremen,SC Freiburg,0,1,A,11.0,13.0,3.0,3.0,7.0,5.0,1.0,2.0,0.0,0.0,2.6,3.5,2.6,2.67,3.61,2.62,1686.42,1689.77,6.0,6.0,8.0,9.0
2425,2024-10-05,FC St. Pauli,FSV Mainz 05,0,3,A,17.0,8.0,4.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0,2.4,3.3,2.9,2.46,3.42,2.99,1605.21,1682.1,4.0,3.0,4.0,5.0
2425,2024-10-06,VfB Stuttgart,TSG Hoffenheim,1,1,D,18.0,7.0,7.0,5.0,10.0,5.0,1.0,4.0,0.0,0.0,1.3,6.0,8.0,1.3,6.4,8.25,1814.59,1660.88,7.0,0.0,8.0,3.0
2425,2024-10-06,1. FC Heidenheim,RB Leipzig,0,1,A,15.0,12.0,4.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,4.5,4.33,1.67,4.77,4.18,1.7,1672.9,1850.53,3.0,5.0,9.0,11.0
2425,2024-10-06,Eintracht Frankfurt,Bayern Munich,3,3,D,5.0,22.0,4.0,13.0,0.0,11.0,1.0,1.0,0.0,0.0,5.5,4.5,1.53,5.72,4.85,1.52,1724.32,1925.75,9.0,7.0,12.0,13.0
2425,2024-10-18,Borussia Dortmund,FC St. Pauli,2,1,H,20.0,10.0,7.0,3.0,7.0,1.0,2.0,1.0,0.0,0.0,1.3,5.25,9.5,1.31,5.95,10.18,1864.24,1591.98,3.0,4.0,7.0,4.0
2425,2024-10-19,SC Freiburg,FC Augsburg,3,1,H,15.0,9.0,6.0,3.0,5.0,4.0,1.0,1.0,0.0,0.0,1.73,3.75,4.75,1.74,3.87,4.93,1698.25,1621.83,6.0,3.0,9.0,6.0
2425,2024-10-19,TSG Hoffenheim,VfL Bochum,3,1,H,12.0,13.0,7.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.7,4.5,4.2,1.7,4.47,4.45,1669.96,1568.7,1.0,1.0,1.0,1.0
2425,2024-10-19,Bayer Leverkusen,Eintracht Frankfurt,2,1,H,27.0,9.0,9.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,1.44,4.75,6.5,1.45,5.18,6.35,1935.1,1734.64,5.0,7.0,8.0,13.0
2425,2024-10-19,FSV Mainz 05,RB Leipzig,0,2,A,16.0,11.0,2.0,5.0,5.0,3.0,1.0,3.0,0.0,0.0,3.9,3.8,1.85,4.27,3.71,1.88,1693.99,1844.11,6.0,7.0,7.0,11.0
2425,2024-10-19,Bayern Munich,VfB Stuttgart,4,0,H,22.0,4.0,10.0,1.0,7.0,3.0,0.0,2.0,0.0,0.0,1.36,5.25,7.5,1.36,5.88,7.55,1912.3,1804.37,5.0,5.0,11.0,9.0
2425,2024-10-20,Holstein Kiel,Union Berlin,0,2,A,12.0,14.0,5.0,4.0,7.0,3.0,2.0,1.0,0.0,0.0,3.5,3.3,2.15,3.48,3.43,2.2,1561.62,1670.61,2.0,6.0,2.0,10.0
2425,2024-10-20,VfL Wolfsburg,Werder Bremen,2,4,A,14.0,15.0,6.0,7.0,4.0,4.0,1.0,1.0,1.0,0.0,2.1,3.6,3.3,2.09,3.66,3.55,1665.87,1676.62,4.0,3.0,7.0,7.0
2425,2024-10-26,VfB Stuttgart,Holstein Kiel,2,1,H,16.0,9.0,6.0,3.0,9.0,5.0,3.0,6.0,1.0,1.0,1.22,7.5,9.5,1.23,7.21,11.08,1804.37,1561.62,2.0,1.0,8.0,2.0
2425,2024-10-26,FC Augsburg,Borussia Dortmund,2,1,H,12.0,11.0,4.0,4.0,3.0,5.0,3.0,3.0,0.0,1.0,3.6,4.0,1.9,3.83,3.92,1.93,1621.83,1864.24,3.0,6.0,6.0,9.0
2425,2024-10-26,RB Leipzig,SC Freiburg,3,1,H,12.0,15.0,9.0,5.0,3.0,3.0,3.0,2.0,0.0,0.0,1.73,4.1,4.5,1.75,4.11,4.55,1844.11,1698.25,9.0,6.0,11.0,12.0
2425,2024-10-26,FC St. Pauli,VfL Wolfsburg,0,0,D,14.0,10.0,5.0,4.0,7.0,6.0,0.0,3.0,0.0,0.0,2.55,3.5,2.63,2.66,3.47,2.71,1591.98,1665.87,3.0,4.0,4.0,4.0
2425,2024-10-26,Werder Bremen,Bayer Leverkusen,2,2,D,13.0,15.0,8.0,6.0,3.0,5.0,1.0,1.0,0.0,0.0,5.25,5.0,1.5,5.84,4.9,1.51,1676.62,1935.1,6.0,5.0,9.0,11.0
2425,2024-10-27,Union Berlin,Eintracht Frankfurt,1,1,D,13.0,17.0,4.0,5.0,4.0,5.0,5.0,3.0,0.0,1.0,2.55,3.3,2.75,2.63,3.32,2.84,1670.61,1734.64,6.0,4.0,10.0,10.0
2425,2024-10-27,VfL Bochum,Bayern Munich,0,5,A,6.0,17.0,2.0,9.0,2.0,5.0,1.0,1.0,0.0,0.0,12.0,9.5,1.17,14.33,9.86,1.15,1568.7,1912.3,0.0,5.0,1.0,11.0
2425,2024-10-27,1. FC Heidenheim,TSG Hoffenheim,0,0,D,17.0,12.0,3.0,4.0,7.0,3.0,1.0,2.0,0.0,0.0,2.25,3.5,3.1,2.32,3.68,3.03,1669.02,1669.96,3.0,4.0,3.0,4.0
2425,2024-11-01,Bayer Leverkusen,VfB Stuttgart,0,0,D,19.0,4.0,5.0,1.0,10.0,2.0,3.0,4.0,0.0,0.0,1.55,4.75,5.25,1.57,4.87,5.29,1923.26,1804.45,5.0,4.0,9.0,8.0
2425,2024-11-02,Bayern Munich,Union Berlin,3,0,H,16.0,8.0,7.0,1.0,7.0,4.0,0.0,2.0,0.0,0.0,1.18,7.5,13.0,1.17,8.24,15.58,1908.25,1674.53,7.0,7.0,11.0,10.0
2425,2024-11-02,Eintracht Frankfurt,VfL Bochum,7,2,H,18.0,11.0,9.0,8.0,5.0,2.0,1.0,2.0,0.0,0.0,1.33,5.75,7.5,1.34,6.0,7.96,1726.86,1553.04,2.0,0.0,8.0,1.0
2425,2024-11-02,TSG Hoffenheim,FC St. Pauli,0,2,A,12.0,7.0,6.0,3.0,7.0,2.0,0.0,2.0,0.0,0.0,1.83,3.8,4.0,1.88,3.9,4.02,1666.82,1585.14,5.0,1.0,5.0,5.0
2425,2024-11-02,Holstein Kiel,1. FC Heidenheim,1,0,H,11.0,17.0,6.0,4.0,5.0,6.0,4.0,5.0,0.0,0.0,2.7,3.5,2.45,2.82,3.52,2.54,1545.0,1660.11,1.0,1.0,2.0,4.0
2425,2024-11-02,VfL Wolfsburg,FC Augsburg,1,1,D,18.0,3.0,6.0,1.0,8.0,1.0,1.0,3.0,0.0,0.0,2.0,3.75,3.5,2.01,3.86,3.59,1647.22,1622.08,4.0,6.0,5.0,6.0
2425,2024-11-02,Borussia Dortmund,RB Leipzig,2,1,H,19.0,7.0,7.0,3.0,4.0,0.0,3.0,4.0,0.0,0.0,2.2,3.8,3.0,2.25,3.69,3.15,1841.71,1843.91,3.0,9.0,6.0,13.0
2425,2024-11-03,SC Freiburg,FSV Mainz 05,0,0,D,10.0,9.0,2.0,2.0,8.0,4.0,1.0,2.0,0.0,0.0,1.7,3.9,4.75,1.7,3.9,5.21,1694.6,1678.66,6.0,4.0,9.0,7.0
2425,2024-11-08,Union Berlin,SC Freiburg,0,0,D,12.0,14.0,6.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,2.45,3.25,2.9,2.55,3.19,3.11,1674.53,1694.6,4.0,4.0,7.0,7.0
2425,2024-11-09,Werder Bremen,Holstein Kiel,2,1,H,16.0,12.0,5.0,5.0,6.0,3.0,3.0,2.0,0.0,0.0,1.62,4.33,4.75,1.64,4.29,5.15,1689.08,1545.0,4.0,3.0,7.0,4.0
2425,2024-11-09,FSV Mainz 05,Borussia Dortmund,3,1,H,13.0,2.0,9.0,1.0,8.0,0.0,3.0,1.0,0.0,1.0,3.5,3.6,2.0,3.48,3.74,2.08,1678.66,1841.71,2.0,6.0,5.0,9.0
2425,2024-11-09,VfL Bochum,Bayer Leverkusen,1,1,D,15.0,11.0,3.0,3.0,6.0,4.0,0.0,1.0,0.0,0.0,9.5,6.5,1.27,10.94,6.8,1.24,1553.04,1923.26,0.0,5.0,0.0,7.0
2425,2024-11-09,FC St. Pauli,Bayern Munich,0,1,A,3.0,13.0,0.0,6.0,5.0,10.0,2.0,2.0,0.0,0.0,9.0,7.0,1.25,12.45,7.14,1.22,1585.14,1908.25,4.0,9.0,7.0,11.0
2425,2024-11-10,FC Augsburg,TSG Hoffenheim,0,0,D,16.0,11.0,4.0,2.0,10.0,6.0,2.0,3.0,0.0,0.0,2.05,3.75,3.25,2.11,3.85,3.33,1622.08,1666.82,4.0,4.0,7.0,5.0
2425,2024-11-10,VfB Stuttgart,Eintracht Frankfurt,2,3,A,22.0,8.0,11.0,5.0,8.0,3.0,2.0,3.0,0.0,0.0,1.9,4.0,3.7,1.93,4.05,3.72,1804.45,1726.86,4.0,4.0,6.0,8.0
2425,2024-11-10,1. FC Heidenheim,VfL Wolfsburg,1,3,A,19.0,13.0,4.0,6.0,5.0,5.0,1.0,6.0,0.0,0.0,2.75,3.4,2.45,2.91,3.27,2.61,1660.11,1647.22,1.0,2.0,4.0,6.0
2425,2024-11-22,Bayern Munich,FC Augsburg,3,0,H,33.0,2.0,14.0,1.0,8.0,0.0,0.0,2.0,0.0,1.0,1.13,10.0,15.0,1.12,11.15,21.63,1912.21,1617.74,9.0,5.0,13.0,8.0
2425,2024-11-23,VfL Wolfsburg,Union Berlin,1,0,H,10.0,11.0,5.0,4.0,8.0,5.0,1.0,2.0,0.0,0.0,2.3,3.3,3.2,2.37,3.28,3.27,1653.07,1664.13,5.0,2.0,8.0,8.0
2425,2024-11-23,Eintracht Frankfurt,Werder Bremen,1,0,H,15.0,8.0,5.0,1.0,5.0,6.0,2.0,2.0,0.0,0.0,1.7,4.1,4.5,1.71,4.24,4.59,1745.12,1674.11,7.0,4.0,8.0,7.0
2425,2024-11-23,VfB Stuttgart,VfL Bochum,2,0,H,15.0,9.0,5.0,2.0,7.0,4.0,2.0,3.0,0.0,0.0,1.29,6.0,9.0,1.33,6.24,7.44,1781.3,1547.71,4.0,1.0,5.0,1.0
2425,2024-11-23,TSG Hoffenheim,RB Leipzig,4,3,H,20.0,14.0,7.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,3.4,3.5,2.1,3.49,3.7,2.09,1646.15,1812.09,2.0,4.0,6.0,10.0
2425,2024-11-23,Borussia Dortmund,SC Freiburg,4,0,H,19.0,7.0,7.0,3.0,7.0,0.0,1.0,2.0,0.0,2.0,1.67,4.2,4.5,1.69,4.18,4.86,1828.54,1687.78,3.0,2.0,6.0,8.0
2425,2024-11-23,Bayer Leverkusen,1. FC Heidenheim,5,2,H,20.0,6.0,10.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.2,6.5,15.0,1.19,8.07,13.4,1896.3,1637.09,3.0,1.0,7.0,1.0
2425,2024-11-24,Holstein Kiel,FSV Mainz 05,0,3,A,7.0,18.0,2.0,7.0,2.0,6.0,1.0,0.0,0.0,0.0,3.1,3.4,2.3,3.15,3.49,2.33,1544.9,1690.33,3.0,5.0,4.0,8.0
2425,2024-11-29,FC St. Pauli,Holstein Kiel,3,1,H,11.0,10.0,4.0,3.0,4.0,4.0,2.0,5.0,0.0,0.0,1.67,3.75,5.25,1.71,3.83,5.22,1592.78,1544.9,3.0,3.0,4.0,3.0
2425,2024-11-30,Union Berlin,Bayer Leverkusen,1,2,A,8.0,8.0,2.0,3.0,1.0,3.0,4.0,2.0,0.0,0.0,4.75,3.7,1.75,4.72,3.84,1.78,1664.13,1896.3,1.0,5.0,5.0,9.0
2425,2024-11-30,FC Augsburg,VfL Bochum,1,0,H,16.0,7.0,4.0,1.0,6.0,1.0,3.0,3.0,0.0,0.0,1.73,4.0,4.5,1.72,3.99,4.88,1617.74,1547.71,2.0,1.0,5.0,1.0
2425,2024-11-30,RB Leipzig,VfL Wolfsburg,1,5,A,9.0,13.0,4.0,8.0,7.0,3.0,2.0,1.0,0.0,0.0,1.7,4.0,4.75,1.7,4.17,4.8,1812.09,1653.07,1.0,7.0,7.0,8.0
2425,2024-11-30,Werder Bremen,VfB Stuttgart,2,2,D,20.0,10.0,6.0,4.0,11.0,2.0,1.0,1.0,0.0,0.0,3.0,3.75,2.2,3.02,3.75,2.3,1674.11,1781.3,3.0,4.0,7.0,7.0
2425,2024-11-30,Borussia Dortmund,Bayern Munich,1,1,D,7.0,14.0,2.0,5.0,2.0,3.0,2.0,2.0,0.0,0.0,4.75,4.1,1.67,4.67,4.38,1.68,1828.54,1912.21,6.0,9.0,9.0,15.0
2425,2024-12-01,FSV Mainz 05,TSG Hoffenheim,2,0,H,18.0,10.0,8.0,2.0,8.0,3.0,1.0,3.0,0.0,0.0,2.1,3.4,3.5,2.08,3.7,3.53,1692.69,1639.14,7.0,4.0,8.0,8.0
2425,2024-12-01,1. FC Heidenheim,Eintracht Frankfurt,0,4,A,8.0,14.0,1.0,8.0,6.0,5.0,0.0,2.0,0.0,0.0,3.7,3.7,1.95,3.85,3.73,1.97,1620.4,1748.56,0.0,9.0,1.0,10.0
2425,2024-12-06,VfB Stuttgart,Union Berlin,3,2,H,7.0,14.0,5.0,3.0,1.0,6.0,1.0,6.0,0.0,0.0,1.8,3.6,4.5,1.84,3.61,4.78,1753.37,1646.29,4.0,1.0,8.0,2.0
2425,2024-12-07,Bayer Leverkusen,FC St. Pauli,2,1,H,6.0,12.0,2.0,4.0,7.0,4.0,1.0,3.0,0.0,0.0,1.25,6.5,10.0,1.24,6.76,11.47,1898.46,1586.29,7.0,3.0,9.0,7.0
2425,2024-12-07,Holstein Kiel,RB Leipzig,0,2,A,17.0,9.0,5.0,5.0,6.0,1.0,4.0,3.0,0.0,0.0,5.75,4.2,1.57,5.49,4.42,1.59,1520.45,1766.22,0.0,1.0,3.0,4.0
2425,2024-12-07,Eintracht Frankfurt,FC Augsburg,2,2,D,16.0,8.0,4.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,1.53,4.1,6.25,1.56,4.43,5.91,1748.56,1612.91,9.0,4.0,13.0,8.0
2425,2024-12-07,VfL Bochum,Werder Bremen,0,1,A,12.0,9.0,2.0,1.0,9.0,5.0,1.0,1.0,0.0,0.0,3.2,3.5,2.2,3.21,3.59,2.25,1532.41,1663.28,1.0,4.0,1.0,5.0
2425,2024-12-07,Bayern Munich,1. FC Heidenheim,4,2,H,21.0,2.0,10.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,1.1,11.0,19.0,1.09,14.33,22.78,1912.29,1620.4,7.0,0.0,13.0,1.0
2425,2024-12-08,VfL Wolfsburg,FSV Mainz 05,4,3,H,10.0,12.0,5.0,5.0,3.0,5.0,3.0,4.0,0.0,0.0,2.15,3.3,3.5,2.15,3.34,3.5,1678.34,1692.69,9.0,9.0,11.0,11.0
2425,2024-12-08,TSG Hoffenheim,SC Freiburg,1,1,D,15.0,11.0,5.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,2.7,3.4,2.55,2.73,3.45,2.54,1639.14,1682.63,4.0,4.0,5.0,5.0
2425,2024-12-13,SC Freiburg,VfL Wolfsburg,3,2,H,18.0,20.0,9.0,5.0,5.0,6.0,4.0,1.0,0.0,0.0,2.2,3.3,3.3,2.26,3.45,3.38,1682.63,1678.34,4.0,9.0,6.0,13.0
2425,2024-12-14,FC Augsburg,Bayer Leverkusen,0,2,A,8.0,14.0,4.0,3.0,4.0,9.0,3.0,0.0,0.0,0.0,5.75,4.0,1.57,5.59,4.28,1.6,1612.91,1898.46,4.0,9.0,6.0,11.0
2425,2024-12-14,FSV Mainz 05,Bayern Munich,2,1,H,8.0,13.0,4.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,6.5,4.5,1.48,6.86,4.87,1.46,1692.69,1912.29,6.0,7.0,10.0,13.0
2425,2024-12-14,Union Berlin,VfL Bochum,0,2,A,,,,,,,,,,,1.6,3.8,6.0,1.6,4.01,6.13,1646.29,1532.41,0.0,0.0,1.0,1.0
2425,2024-12-14,FC St. Pauli,Werder Bremen,0,2,A,15.0,8.0,4.0,4.0,4.0,5.0,2.0,3.0,0.0,0.0,2.63,3.4,2.63,2.69,3.36,2.75,1586.29,1663.28,3.0,4.0,6.0,7.0
2425,2024-12-15,1. FC Heidenheim,VfB Stuttgart,1,3,A,9.0,18.0,2.0,7.0,9.0,6.0,4.0,3.0,0.0,0.0,4.0,4.0,1.8,4.27,3.93,1.83,1584.23,1752.47,0.0,7.0,0.0,8.0
2425,2024-12-15,Borussia Dortmund,TSG Hoffenheim,1,1,D,6.0,12.0,2.0,1.0,3.0,9.0,5.0,2.0,0.0,0.0,1.44,5.0,6.0,1.45,5.13,6.46,1815.27,1617.26,5.0,4.0,8.0,5.0
2425,2024-12-15,RB Leipzig,Eintracht Frankfurt,2,1,H,19.0,16.0,9.0,3.0,6.0,7.0,1.0,3.0,0.0,0.0,2.05,4.0,3.2,2.11,3.92,3.29,1753.0,1740.61,3.0,7.0,4.0,13.0
2425,2024-12-20,Bayern Munich,RB Leipzig,5,1,H,22.0,4.0,9.0,1.0,8.0,1.0,5.0,2.0,0.0,0.0,1.2,7.5,11.0,1.21,7.48,13.15,1898.07,1753.0,4.0,6.0,10.0,7.0
2425,2024-12-21,Bayer Leverkusen,SC Freiburg,5,1,H,20.0,8.0,12.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,1.38,5.0,7.5,1.37,5.33,8.23,1903.22,1680.74,9.0,7.0,13.0,8.0
2425,2024-12-21,VfB Stuttgart,FC St. Pauli,0,1,A,25.0,11.0,5.0,5.0,9.0,1.0,2.0,2.0,0.0,0.0,1.45,4.75,6.5,1.47,4.73,6.93,1752.47,1566.36,7.0,3.0,10.0,3.0
2425,2024-12-21,Werder Bremen,Union Berlin,4,1,H,11.0,16.0,6.0,4.0,4.0,9.0,2.0,2.0,0.0,0.0,2.05,3.3,3.75,2.11,3.38,3.78,1670.16,1629.0,7.0,1.0,10.0,2.0
2425,2024-12-21,Eintracht Frankfurt,FSV Mainz 05,1,3,A,34.0,9.0,9.0,3.0,17.0,2.0,1.0,1.0,0.0,1.0,1.83,4.0,3.9,1.85,4.02,4.05,1740.61,1696.92,4.0,6.0,10.0,12.0
2425,2024-12-21,Holstein Kiel,FC Augsburg,5,1,H,8.0,17.0,6.0,4.0,3.0,8.0,0.0,4.0,0.0,0.0,3.0,3.4,2.35,3.17,3.25,2.44,1501.03,1605.5,0.0,4.0,0.0,5.0
2425,2024-12-22,VfL Bochum,1. FC Heidenheim,2,0,H,14.0,10.0,4.0,2.0,5.0,2.0,2.0,7.0,0.0,0.0,2.3,3.5,3.0,2.35,3.55,3.07,1522.53,1584.23,1.0,0.0,2.0,0.0
2425,2024-12-22,VfL Wolfsburg,Borussia Dortmund,1,3,A,14.0,12.0,5.0,4.0,10.0,4.0,3.0,2.0,0.0,1.0,3.1,3.6,2.2,3.09,3.65,2.29,1670.33,1815.27,6.0,3.0,12.0,6.0
2425,2025-01-10,Borussia Dortmund,Bayer Leverkusen,2,3,A,12.0,7.0,5.0,5.0,6.0,1.0,1.0,2.0,0.0,0.0,2.7,3.6,2.45,2.92,3.6,2.43,1815.07,1906.35,5.0,9.0,9.0,15.0
2425,2025-01-11,Borussia Monchengladbach,Bayern Munich,0,1,A,5.0,23.0,0.0,10.0,4.0,10.0,3.0,1.0,0.0,0.0,7.0,5.0,1.4,7.2,5.47,1.4,1663.32,1903.54,0.0,6.0,0.0,10.0
