Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA
2223,2023-01-21,VfL Bochum,Hertha,3,1,H,10.0,10.0,3.0,2.0,1.0,6.0,1.0,1.0,0.0,0.0,2.38,3.5,2.9,2.44,3.61,2.98
2223,2023-01-21,Eintracht Frankfurt,Schalke 04,3,0,H,11.0,18.0,3.0,4.0,5.0,4.0,2.0,3.0,0.0,0.0,1.36,5.0,8.5,1.4,5.34,8.09
2223,2023-01-21,Union Berlin,TSG Hoffenheim,3,1,H,23.0,10.0,5.0,5.0,9.0,4.0,2.0,1.0,0.0,0.0,2.25,3.4,3.2,2.29,3.45,3.38
2223,2023-01-21,VfL Wolfsburg,SC Freiburg,6,0,H,13.0,9.0,11.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,2.55,3.4,2.75,2.58,3.49,2.87
2223,2023-01-21,1. FC Koln,Werder Bremen,7,1,H,15.0,4.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.25,3.8,2.9,2.25,3.89,3.11
2223,2023-01-22,Borussia Dortmund,FC Augsburg,4,3,H,27.0,14.0,10.0,4.0,7.0,3.0,1.0,4.0,0.0,0.0,1.3,6.0,8.0,1.35,5.88,8.74
2223,2023-01-22,Borussia Monchengladbach,Bayer Leverkusen,2,3,A,15.0,13.0,8.0,5.0,2.0,3.0,3.0,2.0,0.0,0.0,2.63,3.8,2.45,2.76,4.05,2.42
2223,2023-01-24,Bayern Munich,1. FC Koln,1,1,D,22.0,2.0,7.0,1.0,9.0,4.0,0.0,1.0,0.0,0.0,1.2,7.5,12.0,1.23,7.6,12.0
2223,2023-01-24,Hertha,VfL Wolfsburg,0,5,A,8.0,15.0,2.0,7.0,6.0,4.0,2.0,0.0,0.0,0.0,3.0,3.4,2.3,3.12,3.53,2.39
2223,2023-01-24,Schalke 04,RB Leipzig,1,6,A,9.0,21.0,1.0,14.0,1.0,6.0,1.0,1.0,0.0,0.0,5.75,4.33,1.53,5.91,4.41,1.59
2223,2023-01-24,TSG Hoffenheim,VfB Stuttgart,2,2,D,13.0,8.0,5.0,4.0,6.0,4.0,1.0,3.0,0.0,1.0,2.1,3.5,3.4,2.19,3.63,3.44
2223,2023-01-25,Werder Bremen,Union Berlin,1,2,A,8.0,11.0,3.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,2.8,3.2,2.63,2.94,3.33,2.62
2223,2023-01-25,Bayer Leverkusen,VfL Bochum,2,0,H,11.0,9.0,4.0,2.0,3.0,4.0,2.0,4.0,0.0,0.0,1.4,5.25,6.5,1.45,4.98,7.28
2223,2023-01-25,SC Freiburg,Eintracht Frankfurt,1,1,D,12.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,0.0,0.0,2.5,3.5,2.7,2.58,3.57,2.82
2223,2023-01-25,FC Augsburg,Borussia Monchengladbach,1,0,H,14.0,7.0,4.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,3.0,3.6,2.25,3.14,3.65,2.33
2223,2023-01-25,FSV Mainz 05,Borussia Dortmund,1,2,A,12.0,12.0,4.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,2.9,3.6,2.3,3.0,3.72,2.38
2223,2023-01-27,RB Leipzig,VfB Stuttgart,2,1,H,9.0,10.0,4.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,1.33,5.0,9.0,1.38,5.27,9.19
2223,2023-01-28,SC Freiburg,FC Augsburg,3,1,H,15.0,16.0,9.0,4.0,3.0,7.0,3.0,3.0,0.0,0.0,1.5,4.5,6.25,1.52,4.65,6.55
2223,2023-01-28,Hertha,Union Berlin,0,2,A,10.0,7.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,3.5,3.25,2.2,3.76,3.37,2.18
2223,2023-01-28,TSG Hoffenheim,Borussia Monchengladbach,1,4,A,15.0,10.0,5.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,2.0,3.9,3.4,2.11,3.99,3.37
2223,2023-01-28,FSV Mainz 05,VfL Bochum,5,2,H,14.0,14.0,7.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,1.7,4.0,4.75,1.74,4.06,4.96
2223,2023-01-28,Werder Bremen,VfL Wolfsburg,2,1,H,14.0,7.0,5.0,3.0,2.0,6.0,3.0,3.0,0.0,0.0,3.2,3.6,2.15,3.41,3.75,2.16
2223,2023-01-28,Bayern Munich,Eintracht Frankfurt,1,1,D,14.0,7.0,6.0,1.0,7.0,6.0,3.0,1.0,0.0,0.0,1.33,6.0,7.5,1.35,6.36,7.74
2223,2023-01-29,Schalke 04,1. FC Koln,0,0,D,15.0,7.0,2.0,0.0,7.0,7.0,3.0,4.0,0.0,0.0,3.8,3.6,1.95,3.81,3.75,2.02
2223,2023-01-29,Bayer Leverkusen,Borussia Dortmund,0,2,A,20.0,6.0,7.0,2.0,8.0,4.0,2.0,4.0,0.0,0.0,2.45,3.8,2.63,2.5,3.89,2.74
2223,2023-02-03,FC Augsburg,Bayer Leverkusen,1,0,H,10.0,12.0,5.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,3.8,1.85,4.25,3.97,1.86
2223,2023-02-04,Union Berlin,FSV Mainz 05,2,1,H,9.0,9.0,5.0,2.0,5.0,5.0,1.0,1.0,0.0,0.0,1.95,3.5,4.0,1.99,3.42,4.36
2223,2023-02-04,1. FC Koln,RB Leipzig,0,0,D,9.0,7.0,0.0,2.0,5.0,1.0,3.0,4.0,0.0,0.0,4.2,3.6,1.91,4.11,3.79,1.93
2223,2023-02-04,Borussia Monchengladbach,Schalke 04,0,0,D,17.0,18.0,4.0,5.0,9.0,5.0,2.0,3.0,0.0,0.0,1.53,4.5,5.75,1.56,4.73,5.78
2223,2023-02-04,Borussia Dortmund,SC Freiburg,5,1,H,24.0,6.0,8.0,3.0,14.0,0.0,3.0,4.0,0.0,1.0,1.67,4.0,5.0,1.71,4.18,4.99
2223,2023-02-04,VfL Bochum,TSG Hoffenheim,5,2,H,17.0,10.0,11.0,4.0,6.0,6.0,2.0,3.0,0.0,0.0,2.75,3.5,2.5,2.8,3.64,2.56
2223,2023-02-04,Eintracht Frankfurt,Hertha,3,0,H,10.0,13.0,4.0,3.0,7.0,1.0,1.0,2.0,0.0,0.0,1.45,4.5,6.5,1.51,4.63,6.77
2223,2023-02-05,VfB Stuttgart,Werder Bremen,0,2,A,16.0,9.0,5.0,4.0,8.0,4.0,2.0,5.0,0.0,0.0,2.0,3.6,3.6,2.09,3.77,3.57
2223,2023-02-05,VfL Wolfsburg,Bayern Munich,2,4,A,19.0,9.0,5.0,4.0,7.0,4.0,2.0,6.0,0.0,1.0,5.25,4.5,1.57,5.28,4.64,1.61
2223,2023-02-10,Schalke 04,VfL Wolfsburg,0,0,D,17.0,8.0,5.0,2.0,9.0,3.0,1.0,4.0,0.0,0.0,3.6,3.8,1.95,3.92,3.78,1.99
2223,2023-02-11,RB Leipzig,Union Berlin,1,2,A,9.0,6.0,1.0,5.0,3.0,4.0,4.0,4.0,0.0,0.0,1.7,3.75,5.0,1.75,3.76,5.31
2223,2023-02-11,FSV Mainz 05,FC Augsburg,3,1,H,13.0,11.0,7.0,3.0,4.0,12.0,1.0,1.0,0.0,0.0,1.8,4.0,4.2,1.87,3.9,4.3
2223,2023-02-11,Werder Bremen,Borussia Dortmund,0,2,A,8.0,17.0,3.0,9.0,3.0,7.0,1.0,0.0,0.0,0.0,4.0,4.0,1.8,4.06,4.37,1.83
2223,2023-02-11,SC Freiburg,VfB Stuttgart,2,1,H,9.0,14.0,5.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,1.8,3.8,4.33,1.88,3.74,4.45
2223,2023-02-11,Bayern Munich,VfL Bochum,3,0,H,25.0,7.0,12.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0,1.11,10.0,17.0,1.15,9.98,16.58
2223,2023-02-11,TSG Hoffenheim,Bayer Leverkusen,1,3,A,11.0,12.0,6.0,5.0,5.0,8.0,3.0,1.0,0.0,0.0,2.88,3.6,2.38,2.98,3.75,2.38
2223,2023-02-12,Hertha,Borussia Monchengladbach,4,1,H,17.0,7.0,7.0,3.0,4.0,6.0,1.0,1.0,0.0,0.0,2.88,3.5,2.4,2.9,3.68,2.47
2223,2023-02-12,1. FC Koln,Eintracht Frankfurt,3,0,H,9.0,7.0,4.0,1.0,3.0,9.0,3.0,2.0,0.0,0.0,2.7,3.5,2.5,2.71,3.66,2.63
2223,2023-02-17,FC Augsburg,TSG Hoffenheim,1,0,H,16.0,8.0,3.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,2.7,3.5,2.6,2.73,3.65,2.62
2223,2023-02-18,Eintracht Frankfurt,Werder Bremen,2,0,H,11.0,3.0,6.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,1.62,4.2,5.25,1.63,4.46,5.31
2223,2023-02-18,VfL Bochum,SC Freiburg,0,2,A,15.0,15.0,6.0,5.0,5.0,5.0,4.0,2.0,1.0,0.0,3.1,3.5,2.25,3.15,3.56,2.36
2223,2023-02-18,Borussia Monchengladbach,Bayern Munich,3,2,H,17.0,13.0,7.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,7.0,5.75,1.36,7.11,5.81,1.4
2223,2023-02-18,VfB Stuttgart,1. FC Koln,3,0,H,18.0,11.0,7.0,4.0,3.0,6.0,3.0,4.0,0.0,0.0,2.45,3.4,2.88,2.48,3.53,2.97
2223,2023-02-18,VfL Wolfsburg,RB Leipzig,0,3,A,7.0,17.0,2.0,5.0,2.0,5.0,1.0,1.0,0.0,0.0,3.3,3.6,2.15,3.34,3.68,2.22
2223,2023-02-19,Bayer Leverkusen,FSV Mainz 05,2,3,A,17.0,12.0,7.0,7.0,4.0,5.0,5.0,5.0,1.0,0.0,1.8,3.8,4.2,1.85,4.0,4.27
2223,2023-02-19,Borussia Dortmund,Hertha,4,1,H,12.0,15.0,5.0,8.0,3.0,4.0,1.0,2.0,0.0,0.0,1.33,5.5,8.5,1.36,5.89,8.41
2223,2023-02-19,Union Berlin,Schalke 04,0,0,D,9.0,6.0,4.0,2.0,6.0,4.0,2.0,1.0,0.0,0.0,1.6,3.8,6.0,1.61,3.97,6.65
2223,2023-02-24,FSV Mainz 05,Borussia Monchengladbach,4,0,H,14.0,8.0,8.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,2.15,3.6,3.2,2.19,3.68,3.4
2223,2023-02-25,1. FC Koln,VfL Wolfsburg,0,2,A,11.0,6.0,5.0,4.0,10.0,2.0,1.0,2.0,0.0,0.0,2.3,3.5,3.0,2.4,3.6,3.06
2223,2023-02-25,Hertha,FC Augsburg,2,0,H,11.0,9.0,3.0,2.0,1.0,6.0,1.0,3.0,0.0,0.0,2.1,3.6,3.25,2.16,3.73,3.43
2223,2023-02-25,TSG Hoffenheim,Borussia Dortmund,0,1,A,13.0,23.0,4.0,11.0,12.0,11.0,3.0,1.0,0.0,0.0,4.0,4.2,1.75,4.27,4.39,1.78
2223,2023-02-25,RB Leipzig,Eintracht Frankfurt,2,1,H,10.0,8.0,5.0,4.0,2.0,6.0,2.0,3.0,0.0,0.0,1.7,4.0,4.6,1.73,4.25,4.74
2223,2023-02-25,Werder Bremen,VfL Bochum,3,0,H,12.0,9.0,6.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,3.8,3.6,2.04,3.78,3.72
2223,2023-02-25,Schalke 04,VfB Stuttgart,2,1,H,11.0,17.0,6.0,5.0,6.0,9.0,2.0,2.0,0.0,0.0,3.0,3.4,2.45,3.05,3.46,2.47
2223,2023-02-26,Bayern Munich,Union Berlin,3,0,H,19.0,4.0,10.0,1.0,10.0,4.0,1.0,1.0,0.0,0.0,1.33,5.25,9.0,1.34,5.68,9.74
2223,2023-02-26,SC Freiburg,Bayer Leverkusen,1,1,D,9.0,16.0,4.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,2.15,3.5,3.25,2.24,3.66,3.3
2223,2023-03-03,Borussia Dortmund,RB Leipzig,2,1,H,8.0,14.0,3.0,6.0,4.0,6.0,2.0,5.0,0.0,0.0,2.2,3.5,3.2,2.23,3.71,3.23
2223,2023-03-04,FC Augsburg,Werder Bremen,2,1,H,9.0,17.0,5.0,8.0,3.0,7.0,2.0,2.0,0.0,0.0,2.3,3.5,3.0,2.37,3.61,3.04
2223,2023-03-04,VfL Bochum,Schalke 04,0,2,A,6.0,9.0,4.0,5.0,4.0,4.0,2.0,1.0,0.0,0.0,2.3,3.4,3.1,2.44,3.48,3.03
2223,2023-03-04,FSV Mainz 05,TSG Hoffenheim,1,0,H,16.0,15.0,6.0,4.0,11.0,3.0,1.0,4.0,0.0,0.0,1.91,3.6,4.0,1.93,3.85,3.97
2223,2023-03-04,Borussia Monchengladbach,SC Freiburg,0,0,D,10.0,8.0,4.0,3.0,6.0,5.0,5.0,2.0,1.0,0.0,2.4,3.6,2.8,2.52,3.57,2.86
2223,2023-03-04,Union Berlin,1. FC Koln,0,0,D,8.0,12.0,2.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,1.91,3.4,4.33,1.93,3.45,4.56
2223,2023-03-04,VfB Stuttgart,Bayern Munich,1,2,A,11.0,13.0,4.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,7.0,5.25,1.4,6.29,5.0,1.49
2223,2023-03-05,VfL Wolfsburg,Eintracht Frankfurt,2,2,D,13.0,10.0,8.0,2.0,4.0,5.0,3.0,3.0,0.0,0.0,2.45,3.5,2.8,2.49,3.57,2.9
2223,2023-03-05,Bayer Leverkusen,Hertha,4,1,H,18.0,7.0,9.0,2.0,9.0,2.0,1.0,2.0,0.0,0.0,1.53,4.2,6.0,1.58,4.36,5.95
2223,2023-03-10,1. FC Koln,VfL Bochum,0,2,A,11.0,9.0,5.0,3.0,10.0,1.0,2.0,2.0,0.0,0.0,1.73,3.75,4.75,1.78,3.87,4.92
2223,2023-03-11,Bayern Munich,FC Augsburg,5,3,H,24.0,13.0,9.0,6.0,8.0,5.0,2.0,1.0,0.0,0.0,1.13,9.0,19.0,1.14,10.07,16.64
2223,2023-03-11,Eintracht Frankfurt,VfB Stuttgart,1,1,D,10.0,9.0,1.0,5.0,3.0,2.0,4.0,1.0,0.0,0.0,1.8,4.0,4.2,1.86,3.88,4.26
2223,2023-03-11,Hertha,FSV Mainz 05,1,1,D,9.0,6.0,4.0,3.0,7.0,8.0,2.0,1.0,0.0,0.0,2.9,3.4,2.45,2.97,3.5,2.47
2223,2023-03-11,RB Leipzig,Borussia Monchengladbach,3,0,H,14.0,7.0,9.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,1.4,5.0,7.0,1.43,5.16,7.18
2223,2023-03-11,Schalke 04,Borussia Dortmund,2,2,D,10.0,20.0,5.0,8.0,3.0,6.0,1.0,1.0,0.0,0.0,4.5,4.0,1.73,4.56,4.21,1.74
2223,2023-03-12,VfL Wolfsburg,Union Berlin,1,1,D,15.0,11.0,6.0,2.0,3.0,5.0,1.0,4.0,0.0,0.0,2.25,3.25,3.3,2.28,3.22,3.59
2223,2023-03-12,SC Freiburg,TSG Hoffenheim,2,1,H,9.0,12.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,1.91,3.6,4.0,1.93,3.71,4.1
2223,2023-03-12,Werder Bremen,Bayer Leverkusen,2,3,A,12.0,13.0,6.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,3.3,3.75,2.1,3.32,3.82,2.15
2223,2023-03-17,Borussia Monchengladbach,Werder Bremen,2,2,D,21.0,6.0,9.0,3.0,6.0,5.0,1.0,1.0,0.0,0.0,1.8,4.0,4.2,1.83,4.02,4.39
2223,2023-03-18,FC Augsburg,Schalke 04,1,1,D,9.0,13.0,3.0,5.0,9.0,6.0,4.0,4.0,1.0,0.0,2.3,3.4,3.1,2.38,3.45,3.14
2223,2023-03-18,VfL Bochum,RB Leipzig,1,0,H,8.0,21.0,2.0,8.0,2.0,7.0,2.0,3.0,0.0,0.0,5.5,4.33,1.55,5.93,4.45,1.57
2223,2023-03-18,TSG Hoffenheim,Hertha,3,1,H,15.0,11.0,7.0,5.0,8.0,9.0,0.0,3.0,1.0,0.0,2.05,3.5,3.5,2.13,3.62,3.54
2223,2023-03-18,VfB Stuttgart,VfL Wolfsburg,0,1,A,12.0,9.0,2.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,2.38,3.4,2.9,2.46,3.47,3.0
2223,2023-03-18,Borussia Dortmund,1. FC Koln,6,1,H,11.0,11.0,8.0,5.0,1.0,6.0,1.0,0.0,0.0,0.0,1.45,4.75,6.5,1.47,4.99,6.61
2223,2023-03-19,Bayer Leverkusen,Bayern Munich,2,1,H,12.0,11.0,6.0,6.0,5.0,3.0,2.0,3.0,0.0,0.0,5.25,4.5,1.55,4.73,5.04,1.61
2223,2023-03-19,Union Berlin,Eintracht Frankfurt,2,0,H,14.0,19.0,3.0,4.0,3.0,7.0,3.0,2.0,0.0,0.0,2.38,3.2,3.2,2.44,3.22,3.25
2223,2023-03-19,FSV Mainz 05,SC Freiburg,1,1,D,10.0,11.0,6.0,5.0,3.0,5.0,2.0,3.0,0.0,0.0,2.1,3.5,3.3,2.17,3.51,3.55
2223,2023-03-31,Eintracht Frankfurt,VfL Bochum,1,1,D,18.0,8.0,7.0,2.0,15.0,2.0,3.0,2.0,0.0,0.0,1.5,4.33,6.5,1.52,4.55,6.59
2223,2023-04-01,SC Freiburg,Hertha,1,1,D,16.0,10.0,8.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.62,4.0,5.5,1.69,3.98,5.33
2223,2023-04-01,RB Leipzig,FSV Mainz 05,0,3,A,12.0,19.0,3.0,7.0,3.0,4.0,3.0,3.0,0.0,0.0,1.53,4.5,5.5,1.56,4.52,5.98
2223,2023-04-01,Schalke 04,Bayer Leverkusen,0,3,A,12.0,18.0,3.0,10.0,7.0,5.0,2.0,1.0,0.0,0.0,3.8,3.75,1.91,4.1,3.73,1.93
2223,2023-04-01,Union Berlin,VfB Stuttgart,3,0,H,13.0,17.0,5.0,8.0,3.0,5.0,1.0,1.0,0.0,0.0,2.05,3.2,3.9,2.12,3.28,3.98
2223,2023-04-01,VfL Wolfsburg,FC Augsburg,2,2,D,23.0,5.0,5.0,2.0,4.0,7.0,3.0,2.0,0.0,0.0,1.62,4.0,5.5,1.63,4.31,5.36
2223,2023-04-01,Bayern Munich,Borussia Dortmund,4,2,H,16.0,10.0,9.0,4.0,6.0,2.0,1.0,1.0,0.0,0.0,1.45,5.0,6.0,1.51,5.26,5.62
2223,2023-04-02,1. FC Koln,Borussia Monchengladbach,0,0,D,12.0,8.0,5.0,2.0,11.0,1.0,3.0,3.0,0.0,0.0,2.25,3.6,3.0,2.23,3.71,3.24
2223,2023-04-02,Werder Bremen,TSG Hoffenheim,1,2,A,12.0,8.0,5.0,2.0,1.0,6.0,3.0,4.0,0.0,0.0,2.3,3.5,3.0,2.37,3.74,2.95
2223,2023-04-08,Hertha,RB Leipzig,0,1,A,11.0,18.0,1.0,6.0,4.0,4.0,4.0,3.0,0.0,0.0,5.5,4.0,1.62,5.48,4.23,1.63
2223,2023-04-08,FSV Mainz 05,Werder Bremen,2,2,D,16.0,9.0,10.0,4.0,1.0,2.0,1.0,5.0,0.0,0.0,1.7,4.0,4.75,1.74,4.1,4.73
2223,2023-04-08,Bayer Leverkusen,Eintracht Frankfurt,3,1,H,13.0,9.0,8.0,3.0,2.0,5.0,1.0,5.0,0.0,0.0,1.8,4.0,4.0,1.85,4.08,4.1
2223,2023-04-08,Borussia Dortmund,Union Berlin,2,1,H,14.0,7.0,6.0,2.0,8.0,0.0,5.0,2.0,0.0,0.0,1.6,4.0,5.75,1.61,4.11,6.07
2223,2023-04-08,FC Augsburg,1. FC Koln,1,3,A,13.0,11.0,1.0,5.0,6.0,1.0,3.0,4.0,0.0,0.0,2.8,3.4,2.55,2.88,3.51,2.53
2223,2023-04-08,SC Freiburg,Bayern Munich,0,1,A,10.0,23.0,2.0,8.0,2.0,6.0,2.0,2.0,0.0,0.0,6.5,5.0,1.45,6.54,5.11,1.46
2223,2023-04-09,Borussia Monchengladbach,VfL Wolfsburg,2,0,H,13.0,9.0,6.0,2.0,5.0,8.0,0.0,1.0,0.0,0.0,2.38,3.6,2.88,2.43,3.72,2.88
2223,2023-04-09,VfL Bochum,VfB Stuttgart,2,3,A,11.0,14.0,5.0,7.0,7.0,4.0,3.0,3.0,0.0,0.0,3.1,3.5,2.25,3.09,3.53,2.38
2223,2023-04-09,TSG Hoffenheim,Schalke 04,2,0,H,15.0,10.0,4.0,3.0,9.0,8.0,3.0,0.0,0.0,0.0,1.91,3.8,3.8,1.95,3.94,3.81
2223,2023-04-14,Schalke 04,Hertha,5,2,H,14.0,11.0,7.0,5.0,7.0,8.0,2.0,3.0,0.0,0.0,2.25,3.3,3.2,2.38,3.31,3.28
2223,2023-04-15,Eintracht Frankfurt,Borussia Monchengladbach,1,1,D,16.0,4.0,5.0,2.0,10.0,2.0,1.0,2.0,0.0,0.0,1.73,4.2,4.33,1.77,4.25,4.37
2223,2023-04-15,VfB Stuttgart,Borussia Dortmund,3,3,D,12.0,15.0,5.0,6.0,5.0,7.0,5.0,3.0,1.0,0.0,3.5,3.8,1.95,3.53,3.96,2.03
2223,2023-04-15,1. FC Koln,FSV Mainz 05,1,1,D,12.0,5.0,4.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,2.55,3.4,2.7,2.68,3.43,2.76
2223,2023-04-15,Bayern Munich,TSG Hoffenheim,1,1,D,22.0,4.0,7.0,3.0,13.0,4.0,2.0,1.0,0.0,0.0,1.22,7.5,11.0,1.22,7.89,10.9
2223,2023-04-15,RB Leipzig,FC Augsburg,3,2,H,13.0,14.0,6.0,3.0,3.0,5.0,2.0,3.0,0.0,0.0,1.25,6.5,10.0,1.26,6.63,10.84
2223,2023-04-16,Werder Bremen,SC Freiburg,1,2,A,13.0,6.0,5.0,3.0,5.0,2.0,2.0,3.0,0.0,0.0,2.7,3.5,2.55,2.71,3.58,2.64
2223,2023-04-16,Union Berlin,VfL Bochum,1,1,D,10.0,14.0,2.0,8.0,5.0,7.0,2.0,1.0,1.0,0.0,1.6,3.8,6.0,1.62,3.94,6.28
2223,2023-04-16,VfL Wolfsburg,Bayer Leverkusen,0,0,D,11.0,13.0,3.0,4.0,2.0,6.0,0.0,5.0,0.0,0.0,2.75,3.6,2.4,2.82,3.78,2.45
2223,2023-04-21,FC Augsburg,VfB Stuttgart,1,1,D,4.0,6.0,1.0,3.0,1.0,3.0,5.0,3.0,0.0,0.0,3.2,3.6,2.15,3.39,3.76,2.17
2223,2023-04-22,TSG Hoffenheim,1. FC Koln,1,3,A,11.0,14.0,4.0,7.0,2.0,5.0,1.0,2.0,0.0,0.0,2.2,3.5,3.2,2.21,3.69,3.28
2223,2023-04-22,VfL Bochum,VfL Wolfsburg,1,5,A,23.0,15.0,6.0,7.0,10.0,3.0,3.0,3.0,0.0,0.0,3.0,3.5,2.3,3.07,3.65,2.34
2223,2023-04-22,Hertha,Werder Bremen,2,4,A,13.0,11.0,5.0,4.0,8.0,4.0,2.0,2.0,0.0,0.0,2.25,3.5,3.1,2.31,3.58,3.16
2223,2023-04-22,FSV Mainz 05,Bayern Munich,3,1,H,13.0,11.0,4.0,2.0,2.0,7.0,2.0,0.0,0.0,0.0,5.25,4.5,1.57,5.23,4.7,1.6
2223,2023-04-22,Borussia Dortmund,Eintracht Frankfurt,4,0,H,14.0,9.0,7.0,2.0,5.0,2.0,2.0,3.0,0.0,0.0,1.62,4.5,4.75,1.62,4.67,5.03
2223,2023-04-23,SC Freiburg,Schalke 04,4,0,H,25.0,10.0,12.0,4.0,6.0,5.0,1.0,2.0,0.0,0.0,1.8,3.75,4.5,1.81,3.7,4.84
2223,2023-04-23,Bayer Leverkusen,RB Leipzig,2,0,H,8.0,26.0,6.0,8.0,0.0,9.0,3.0,5.0,0.0,1.0,2.5,3.6,2.63,2.55,3.74,2.72
2223,2023-04-23,Borussia Monchengladbach,Union Berlin,0,1,A,8.0,14.0,4.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,2.38,3.3,3.1,2.42,3.36,3.16
2223,2023-04-28,VfL Bochum,Borussia Dortmund,1,1,D,10.0,21.0,4.0,6.0,4.0,11.0,1.0,2.0,0.0,0.0,6.0,5.25,1.44,6.55,5.26,1.47
2223,2023-04-29,Union Berlin,Bayer Leverkusen,0,0,D,7.0,8.0,1.0,2.0,6.0,4.0,1.0,1.0,0.0,0.0,2.8,3.4,2.45,2.91,3.39,2.58
2223,2023-04-29,Schalke 04,Werder Bremen,2,1,H,21.0,11.0,10.0,1.0,11.0,3.0,4.0,3.0,0.0,0.0,2.25,3.5,3.1,2.28,3.65,3.18
2223,2023-04-29,VfB Stuttgart,Borussia Monchengladbach,2,1,H,18.0,9.0,5.0,4.0,5.0,8.0,2.0,2.0,0.0,1.0,1.8,4.0,4.2,1.84,4.08,4.15
2223,2023-04-29,1. FC Koln,SC Freiburg,0,1,A,21.0,12.0,8.0,6.0,9.0,6.0,1.0,1.0,0.0,0.0,2.4,3.25,3.0,2.48,3.39,3.03
2223,2023-04-29,RB Leipzig,TSG Hoffenheim,1,0,H,16.0,5.0,2.0,2.0,7.0,1.0,0.0,2.0,0.0,0.0,1.44,5.0,6.5,1.44,5.2,6.89
2223,2023-04-29,Eintracht Frankfurt,FC Augsburg,1,1,D,7.0,9.0,1.0,3.0,5.0,7.0,2.0,2.0,0.0,0.0,1.53,4.5,5.5,1.57,4.6,5.63
2223,2023-04-30,Bayern Munich,Hertha,2,0,H,25.0,2.0,9.0,1.0,18.0,1.0,2.0,0.0,0.0,0.0,1.11,10.0,19.0,1.12,10.61,20.33
2223,2023-04-30,VfL Wolfsburg,FSV Mainz 05,3,0,H,10.0,10.0,4.0,2.0,3.0,5.0,1.0,3.0,0.0,0.0,2.2,3.5,3.1,2.35,3.48,3.17
2223,2023-05-05,Bayer Leverkusen,1. FC Koln,1,2,A,14.0,7.0,4.0,5.0,9.0,2.0,1.0,6.0,0.0,0.0,1.67,4.0,5.0,1.7,4.14,4.99
2223,2023-05-05,FSV Mainz 05,Schalke 04,2,3,A,9.0,15.0,4.0,10.0,7.0,6.0,4.0,1.0,0.0,0.0,1.62,4.0,5.25,1.65,4.13,5.52
2223,2023-05-06,Werder Bremen,Bayern Munich,1,2,A,12.0,12.0,2.0,4.0,1.0,11.0,2.0,1.0,0.0,0.0,8.5,6.0,1.3,7.8,6.23,1.33
2223,2023-05-06,Borussia Monchengladbach,VfL Bochum,2,0,H,25.0,14.0,9.0,3.0,11.0,3.0,2.0,1.0,0.0,0.0,1.85,3.8,4.0,1.93,4.0,3.86
2223,2023-05-06,TSG Hoffenheim,Eintracht Frankfurt,3,1,H,8.0,19.0,5.0,6.0,1.0,11.0,2.0,4.0,1.0,0.0,2.3,3.6,2.9,2.37,3.69,2.99
2223,2023-05-06,Hertha,VfB Stuttgart,2,1,H,7.0,16.0,3.0,4.0,3.0,5.0,4.0,1.0,0.0,0.0,3.1,3.5,2.25,3.16,3.59,2.31
2223,2023-05-06,SC Freiburg,RB Leipzig,0,1,A,5.0,13.0,2.0,6.0,3.0,3.0,2.0,4.0,0.0,0.0,4.0,3.75,1.85,4.05,3.69,1.95
2223,2023-05-06,FC Augsburg,Union Berlin,1,0,H,11.0,12.0,3.0,4.0,3.0,7.0,2.0,2.0,0.0,0.0,3.4,3.25,2.2,3.49,3.27,2.29
